food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,small_pet_type,brand,material,old_cost,no_reviews,supplement_form,reptile_type,bed_type,made_in,product_description,bird_type,breed_size,page,percent_rec
,4.4,,,$5.39,,None,Cat Toys,,,,catnip,KONG,53510,,,,$6.99,23,,,,,KONG Kickeroo Giraffe Pattern Cat Toy,,,6,91
,4,,,$9.59,,None,Cat Toys,,,,catnip,KONG,62756,,,,$19.99,31,,,,,KONG Eight Track Cat Toy,,,6,77
,4.3,,,$1.99,,None,Cat Toys,,,,,Go Cat,108836,,,,$2.49,None,,,,united_states,Go Cat Da Bird Sparkler Teaser Wand Replacement Cat Toy,,,6,86
,1.8,,,$3.86,,None,Cat Toys,,"5
________________________x_4
____________________________x_1.88inches",,,Petlinks,107641,,,plastic,$9.07,None,,,,,Petlinks Flash Dance Touch-Activated Light Ball Cat Toy,,,6,50
,3.7,,,$6.57,,None,Cat Toys,,"2.125
________________________x_2.125
____________________________x_2.125inches",,noisemaking,Pet Qwerks,102237,,,,$12.16,None,,,,,"Pet Qwerks Babble Ball Cat Toy, Catnip",,,6,89
,4.9,,,$11.39,,None,Cat Toys,,,,,Neko Flies,54142,,neko_chan,,$11.99,84,,,,,Neko Flies Kittycada Cicada Cat Toy,,,6,96
,4,,"adult,_all_stages",$9.63,,None,Cat Toys,,"24
________________________x_6
____________________________x_1.5inches",,catnip,Petlinks,102644,,,polyester,$19.99,None,,,,,Petlinks Paw Pleaser Reversible Door Hanging Carpet Scratcher with Refillable Catnip Pocket,,,6,60
,4.8,,"adult,_all_stages",$4.49,,None,Cat Toys,,"5
________________________x_4
____________________________x_1.5inches",,"catnip,_noisemaking",Petlinks,102642,,,polyester,$6.99,None,,,,,Petlinks Parrot Tweet Touch-Activated Refillable Catnip Cat Toy,,,6,100
,3.3,,,$4.98,,None,Cat Toys,,"6
________________________x_4
____________________________x_1.6inches",,,Jackson Galaxy,99164,,petmate,,$6.43,12,,,,,"Jackson Galaxy Spiral Galaxy LED Balls Cat Toy, Yellow",,all_breeds,6,50
,4.6,,,$3.09,,None,Cat Toys,,,,"catnip,_noisemaking",KONG,62878,,,,$6.99,41,,,,,KONG Naturals Crinkle Ball with Feathers Cat Toy,,,6,93
,4.2,,"adult,_all_stages",$9.09,,None,Cat Toys,,,,catnip,Our Pet's,55691,,our_pet's,,$25.75,40,,,,,Our Pet's Alpine Climb Cat Scratcher,,,6,85
,3.5,,"all_stages,_adult",$27.95,,None,Cat Toys,,,,,PetSafe,70845,,premier,plastic,$39.99,39,,,,,PetSafe FroliCat Dart Interactive Automatic Rotating Laser Pet Toy,,,6,70
,4.5,,,$3.99,,None,Cat Toys,,,,catnip,KONG,53522,,,,$6.99,26,,,,,KONG Refillable Hedgehog Catnip Cat Toy,,,6,92
,4.4,,,$3.12,,None,Cat Toys,,"6.75
________________________x_4.25
____________________________x_1.75inches",,catnip,KONG,91366,,,,$3.32,19,,,,,KONG Tropics Mouse Cat Toy,,all_breeds,6,88
,4.3,,,$5.18,,None,Cat Toys,,,,"catnip,_noisemaking",Our Pet's,55731,,our_pet's,,$11.99,12,,,,,Our Pet's Bounce & Pounce Play Wand Cat Toy,,,6,100
,4.2,,,$1.79,,None,Cat Toys,,,,,Cat Dancer,64425,,,,$8.24,None,,,,united_states,"Cat Dancer Ringtail Chasers Cat Toy, 2 count",,,7,88
,4,,,$4.99,,None,Cat Toys,,"7.5
________________________x_5
____________________________x_3inches",,catnip,SmartyKat,107601,,,,$5.39,None,,,,,SmartyKat Rat Pack Kicker Cat Toy,,,7,78
,4.4,,"adult,_all_stages",$19.06,,None,Cat Toys,,"9.75
________________________x_9.75
____________________________x_3.25inches",,,Petlinks,102667,,,plastic,$39.99,None,,,,,Petlinks Stir Crazy Electronic Motion Cat Toy,,,7,75
,4.2,,,$3.59,,None,Cat Toys,,"6.75
________________________x_3.75
____________________________x_1.5inches",,catnip,KONG,91360,,,,$3.83,None,,,,,"KONG Catnip Mice Cat Toy, 2 pack",,all_breeds,6,71
,3.5,,,$3.41,,None,Cat Toys,,"8.25
________________________x_3.75
____________________________x_2.25inches",,catnip,KONG,91332,,,,$7.29,None,,,,,KONG Bat-a-Bout Flower Cat Toy,,all_breeds,7,50
,4.6,,,$15.19,,None,Cat Toys,,"8
________________________x_5.5
____________________________x_0.5inches",,,Neko Flies,81612,,neko_chan,,$15.99,65,,,,,Neko Flies Birbug Cat Toy,,all_breeds,7,93
,4.6,,,$4.93,,None,Cat Toys,,"2.5
________________________x_4
____________________________x_1inches",,catnip,KONG,77794,,,,$7.67,19,,,,,KONG Bright Turtle Refillable Catnip Cat Toy,,,7,95
,4,,,$2.99,,None,Cat Toys,,"11
________________________x_3.75
____________________________x_2inches",,catnip,KONG,91374,,,,$6.10,None,,,,,KONG Moppy Kickeroo Cat Toy,,all_breeds,7,100
,4.6,,,$3.50,,None,Cat Toys,,"5
________________________x_4
____________________________x_1.5inches",,noisemaking,Petlinks,107661,,,,None,None,,,,,Petlinks Fowl Play Crackle Cat Toy,,,7,80
,5,,"adult,_all_stages",$4.89,,None,Cat Toys,,"9
________________________x_7
____________________________x_2inches",,,Petlinks,102622,,,polyester,$5.99,None,,,,,Petlinks Feather Flips Feathered Ball Cat Toy,,,7,100
,4.5,,,$3.98,,None,Cat Toys,,,,catnip,Petstages,64668,,,,$6.99,65,,,,,"Petstages Magic Boomerang Buddy Cat Toy, Green",,,7,88
,2.7,,,$10.39,,None,Cat Toys,,,,,Petstages,62028,,,,$21.99,22,,,,,Petstages Flashing Firefly Mat Cat Toy,,,7,48
,4.8,,"all_stages,_adult",$21.99,,None,Cat Toys,,,,,Zanies,104873,,tops_pet_products,polyester,$27.78,None,,,,,"Zanies Furry Mice Cat Toys, Rainbow, 60-count",,,7,100
,4.3,,,$5.98,,None,Cat Toys,,,,"catnip,_stuffing-free",Ethical Pet,71317,,spot,,$6.44,27,,,,,Ethical Pet Skinneeez Friend Teaser Wand with Catnip Cat Toy,,,7,92
,4.6,,"all_stages,_adult",$5.05,,None,Cat Toys,,,organic,catnip,Yeowww!,102788,,,cotton,$11.99,14,,,,united_states,Yeowww! Catnip Lemon Cat Toy,,,7,93
,4,,"adult,_all_stages",$3.97,,None,Cat Toys,,,,,SmartyKat,102767,,,polyester,$9.53,None,,,,,SmartyKat Flutter Balls Feathery Cat Toy,,,7,62
,5,,,$3.99,,None,Cat Toys,,,,"catnip,_stuffing-free",Ethical Pet,71308,,spot,,$7.93,None,,,,,Ethical Pet Skinneeez Barnyard Creature with Catnip Cat Toy,,,7,100
,4.6,,,$3.99,,None,Cat Toys,,,,"catnip,_noisemaking",Our Pet's,55742,,our_pet's,,$6.99,None,,,,,Our Pet's Backyard Squeaking Bunny Cat Toy,,,7,90
,5,,,$7.99,,None,Cat Toys,,"10.5
________________________x_5
____________________________x_1.25inches",,,SmartyKat,107615,,,,$8.70,None,,,,,SmartyKat Dancin' Delight Wall Mounted Wand Cat Toy,,,7,100
,2.7,,,$2.99,,None,Cat Toys,,"11
________________________x_2.5
____________________________x_0.75inches",,,SmartyKat,107590,,,"recycled_materials,_plastic",$9.44,None,,,,,"SmartyKat Frisky Flyer Feather Wand Cat Toy, 11-inch",,,7,33
,4.5,,,$4.29,,None,Cat Toys,,"11
________________________x_4.5
____________________________x_0.5inches",,,JW Pet,73759,,petmate,,$14.55,19,,,,,JW Pet Cataction Ball with Wand Cat Toy,,,7,89
,5,9.6ounces,,$9.95,,None,Cat Toys,,"33
________________________x_2
____________________________x_2inches",,,Pet Fit For Life,109324,,,,None,None,,,,,Pet Fit For Life Fish Feather Wand Cat Toy,,,8,100
,4.8,,"all_stages,_adult",$5.59,,None,Cat Toys,,"7
________________________x_1
____________________________x_3inches",organic,catnip,Yeowww!,102772,,,cotton,None,None,,,,united_states,Yeowww! Catnip Fish Cat Toy,,,8,100
,4.8,0.48ounces,,$6.95,,None,Cat Toys,,"3.25
________________________x_3.25
____________________________x_1inches",,catnip,West Paw Design,89066,,,,$7.99,13,,,,united_states,West Paw Design Catnip Pouch Cat Toy,,,8,92
,1.5,,"adult,_all_stages",$10.58,,None,Cat Toys,,"7.5
________________________x_5
____________________________x_2.25inches",,,SmartyKat,102800,,,"polyester,_plastic",$16.99,11,,,,,SmartyKat Scamper Bug Remote Controlled Cat Toy,,,8,9
,4.8,0.6ounces,,$3.49,,None,Cat Toys,,"9
________________________x_3.8
____________________________x_0.8inches",,catnip,KONG,84474,,,,$6.39,None,,,,,"KONG Tropics Fish Catnip Toy, Blue",,,8,100
,5,,"all_stages,_adult",$7.09,,None,Cat Toys,,"7
________________________x_1
____________________________x_1inches",organic,catnip,Yeowww!,102783,,,cotton,$9.31,None,,,,united_states,"Yeowww! Catnip Cigar It's a Boy Cat Toy, Blue",,,8,100
,2.7,,"adult,_all_stages",$10.75,,None,Cat Toys,,"6
________________________x_1.5
____________________________x_2inches",,,Petlinks,102605,,,polyester,$14.99,None,,,,,Petlinks Bumper Mouse Motorized Cat Toy,,,8,33
,3.2,,,$4.98,,None,Cat Toys,,,,catnip,KONG,62755,,,,$10.99,12,,,,,KONG Scratch Apple Cat Toy,,,8,64
,5,,,$5.39,,None,Cat Toys,,,,catnip,KONG,88722,,,,$5.99,None,,,,,KONG Kickeroo Cow Pattern Cat Toy,,all_breeds,8,100
,3.8,2.57pounds,,$9.59,,None,Cat Toys,,"1.3
________________________x_7
____________________________x_18inches",,catnip,Fat Cat,83991,,petmate,,$15.99,None,,,,,Fat Cat Catfisher Kitty Hoots Doorknob Hanger for Cats,,,8,78
,2.7,,,$5.99,,None,Cat Toys,,"4
________________________x_3.25
____________________________x_8.75inches",,,JW Pet,80947,,petmate,,$8.32,None,,,,,JW Pet Cataction Spring String Cat Toy,,,8,57
,5,,,$5.18,,None,Cat Toys,,,,,Go Cat,108838,,,,$5.89,None,,,,united_states,Go Cat Da Bird Kitty Puff Teaser Wand Replacement Cat Toy,,,8,100
,1.5,,,$14.93,,None,Cat Toys,,"8
________________________x_7
____________________________x_4.25inches",,catnip,Petlinks,107653,,,,$24.13,None,,,,,Petlinks Flitter Fly Cat Toy,,,8,25
,2,,"adult,_all_stages",$15.71,,None,Cat Toys,,,,catnip,SmartyKat,107519,,,plastic,$19.99,None,,,,,SmartyKat Runway Rascal Cat Toy,,,8,14
,4,,,$7.99,,Single,Cat Toys,,"18.5
________________________x_4.5
____________________________x_1.75inches",,catnip,Van Ness,81558,,,,None,None,,,,,Van Ness Cat Scratch Pad,,,8,75
,4.2,,,$2.29,,None,Cat Toys,,"5.75
________________________x_4.25
____________________________x_1inches",,catnip,JW Pet,73753,,petmate,,$8.32,12,,,,,JW Pet Cataction Crunchy Butterfly Cat Toy,,,8,91
,3.6,,,$3.43,,None,Cat Toys,,,,catnip,JW Pet,70978,,petmate,,$7.74,None,,,,,JW Pet Cataction Featherlite Catnip Boa Bouncing Cat Toy,,,8,71
,2,,,$8.55,,None,Cat Toys,,"7.5
________________________x_5
____________________________x_2.25inches",,noisemaking,Petlinks,107645,,,,$17.38,None,,,,,Petlinks Cheese Chaser Remote Controlled Mouse Cat Toy,,,8,25
,1.8,,,$9.59,,None,Cat Toys,,"14.5
________________________x_12
____________________________x_0.5inches",,catnip,KONG,91336,,,,$19.99,None,,,,,KONG Triangle Play Mat for Cats,,extra_small,8,38
,4.4,1ounces,,$8.07,,None,Cat Toys,,"6.5
________________________x_4
____________________________x_1.5inches",,catnip,KONG,83386,,,,$8.21,17,,,,,KONG Softies Lamb Cat Toy,,all_breeds,8,88
,4.8,,,$2.29,,None,Cat Toys,,"5.75
________________________x_4.25
____________________________x_1inches",,catnip,JW Pet,73757,,petmate,,$8.37,None,,,,,JW Pet Cataction Pom Pom Triangle with Catnip Cat Toy,,,8,100
,3.1,,,$6.74,,None,Cat Toys,,"14.5
________________________x_17inches",,noisemaking,KONG,66574,,,,$10.75,None,,,,,KONG Active Cat Play Mat,,,8,56
,4.5,,,$3.19,,None,Cat Toys,,,,catnip,KONG,59302,,,,$5.99,13,,,,,KONG Refillable Turtle Catnip Cat Toy,,,8,92
,5,1.13pounds,all_stages,$23.95,,None,Cat Toys,,"7.5
________________________x_5.75
____________________________x_5inches",,,PetSafe,114120,,,,None,None,,,,,PetSafe Cheese Cat Toy,,"all_breeds,_small,_medium,_large",8,100
,3.6,,,$11.28,,None,Cat Toys,,,,,KONG,54926,,,,$17.99,33,,,,united_states,KONG Cat Wobbler Treat Dispenser,,,9,71
,4.6,,"all_stages,_adult",$7.47,,None,Cat Toys,,"3
________________________x_3
____________________________x_3inches",organic,catnip,Yeowww!,102809,,,cotton,$8.29,None,,,,united_states,Yeowww! Catnip Apple Cat Toy,,,8,89
,3.6,,,$18.99,,None,Cat Toys,,"20.5
________________________x_8
____________________________x_3.5inches",,catnip,Van Ness,81561,,,,$22.79,17,,,,united_states,Van Ness Scratch 'N Relax Cat Scratch Pad,,,8,56
,3.7,,,$15.08,,None,Cat Toys,,,,,SmartCat,64213,,pioneer_pet,,$19.99,32,,,,,SmartCat Peek & Play Toy Box,,,8,74
,4.7,,,$11.39,,None,Cat Toys,,,,,Neko Flies,54136,,neko_chan,,$11.99,44,,,,,Neko Flies Kragonfly Dragonfly Cat Toy,,,8,90
,3.6,9.6ounces,,$8.95,,None,Cat Toys,,"40
________________________x_2
____________________________x_2inches",,,Pet Fit For Life,109322,,,,$11.95,None,,,,,Pet Fit For Life Retractable Feather Wand,,,8,67
,3.4,,,$5.26,,None,Cat Toys,,"15.5
________________________x_3.75
____________________________x_2inches",,catnip,KONG,91382,,,,$14.29,14,,,,,KONG Fishing Pole Teaser Cat Toy,,all_breeds,8,64
,5,,"adult,_all_stages",$17.97,,None,Cat Toys,,"36
________________________x_8
____________________________x_8inches",,,Easyology,108115,,,,$19.99,None,,,,,"Easyology Premium Crinkle Chute Cat Tunnel Cat Toy, Brown",,,9,100
,3.5,,"adult,_all_stages",$11.25,,None,Cat Toys,,"17
________________________x_22inches",,noisemaking,Petlinks,102611,,,polyester,$16.99,None,,,,,Petlinks Cheep Thrills Crackle Sack Cat Toy,,,9,83
,4.3,0.6ounces,,$3.49,,None,Cat Toys,,"9
________________________x_3.8
____________________________x_0.8inches",,catnip,KONG,84479,,,,$6.39,None,,,,,"KONG Tropics Fish Catnip Toy, Green",,,9,100
,4.4,,,$4.38,,None,Cat Toys,,"2.5
________________________x_4
____________________________x_1inches",,catnip,KONG,77751,,,,$8.68,13,,,,,KONG Bright Fox Refillable Catnip Cat Toy,,,9,92
,2,1.054pounds,all_stages,$23.99,,None,Cat Toys,,"10.03
________________________x_6.29
____________________________x_5.12inches",,,PetSafe,114122,,,plastic,None,None,,,,,PetSafe Automatic Flitter Teaser Cat Toy,,"all_breeds,_small,_medium,_large",9,100
,3.8,,"adult,_all_stages",$3.99,,None,Cat Toys,,"5
________________________x_4
____________________________x_0.5inches",,catnip,SmartyKat,102769,,,polyester,None,None,,,,,SmartyKat Fuzz Bugs Catnip Cat Toy,,,9,75
,3.8,,,$3.32,,None,Cat Toys,,"15.75
________________________x_3.75
____________________________x_1inches",,catnip,KONG,91334,,,,None,None,,,,,KONG Twisted Boa Kite Cat Toy,,all_breeds,9,71
,4.4,,,$5.82,,None,Cat Toys,,,,,KONG,81973,,,,$8.81,None,,,,,"KONG Feather Replacement Cat Toy, 2 count",,,9,88
,3.2,,,$6.79,,None,Cat Toys,,,,,Bergan,72074,,coastal_pet_products,,$7.99,11,,,,,Bergan Scratcher Treat Ball Cat Toy,,,9,60
,5,,,$2.99,,None,Cat Toys,,,,,Catit,64954,,hagen,,None,None,,,,,Catit Design Senses Replacement Gum Stimulators,,,9,100
,3.9,,,$4.49,,None,Cat Toys,,,,catnip,Catit,64966,,hagen,,$13.99,29,,,,,Catit Linen Ball on a Stick Cat Toy,,,9,71
,4.1,,,$5.32,,None,Cat Toys,,,,,Petstages,62050,,,,$10.99,26,,,,,Petstages Kitty Cuddle Pal Cat Toy,,,9,80
,4.3,,,$13.22,,None,Cat Toys,,,,catnip,Pet Zone,55704,,our_pet's,,$28.99,None,,,,,Pet Zone Play-N-Squeak Scratch It! Cat Toy,,,9,83
,4.9,,,$11.39,,None,Cat Toys,,,,,Neko Flies,54135,,neko_chan,,$11.99,36,,,,,Neko Flies Katarantula Spider Cat Toy,,,9,100
,4.2,,"adult,_all_stages",$3.82,,None,Cat Toys,,"31
________________________x_3
____________________________x_1inches",,,SmartyKat,102760,,,plastic,$3.99,19,,,,,SmartyKat Feather Swirl Wand Cat Toy,,,9,76
,4.2,,"all_stages,_adult",$4.49,,None,Cat Toys,,,,catnip,Vitakraft,83254,,sunseed,,$7.73,None,,,,,Vitakraft Purrk! Playfuls Desert Bug Stimulating Cat Toy,,,9,86
,3.7,,,$3.99,,None,Cat Toys,,,,,KONG,81979,,,,$8.99,None,,,,,KONG Mega Feather Ball Cat Toy,,all_breeds,9,100
,3.7,,,$1.99,,None,Cat Toys,,"5
________________________x_3.5
____________________________x_1.25inches",,"catnip,_noisemaking",JW Pet,80958,,petmate,,$8.12,None,,,,,JW Pet Cataction Mouse With Bell & Tail Cat Toy,,,9,67
,4.8,,,$4.72,,None,Cat Toys,,,,,Catit,74954,,hagen,,$11.93,None,,,,,Catit EcoCat Seagrass Mouse Cat Toy,,,9,100
,4.6,,kitten,$5.69,,None,Cat Toys,,,,"catnip,_noisemaking",Our Pet's,55716,,our_pet's,,$8.35,None,,,,,Our Pet's Wee PinkieMouse Kitten Toy,,,9,90
,5,1.9pounds,"adult,_all_stages,_kitten",$39.99,,None,Cat Toys,,"60
________________________x_10
____________________________x_10inches",,noisemaking,Neko Pawdz,108729,,neko_chan,,None,None,,,,,Neko Pawdz Interactive Tunnel Cat Toy,,,9,100
,4.1,,"adult,_all_stages",$12.99,,None,Cat Toys,,,,,Hugs Pet Products,103795,,,,$13.49,None,,,,,Hugs Pet Products Whack A Mouse Cat Toy,,,9,83
,3.9,0.02ounces,,$4.22,,None,Cat Toys,,"1.25
________________________x_2
____________________________x_3.75inches",,catnip,KONG,83384,,,,$6.49,None,,,,,KONG Rat Catnip Cat Toy,,all_breeds,9,57
,3.5,,"adult,_all_stages",$22.99,,None,Cat Toys,,"15.25
________________________x_7
____________________________x_7inches",,catnip,SmartyKat,107582,,,cardboard,$24.99,None,,,,,SmartyKat Sisal Angle Scratch with Catnip Incline Cat Scratcher,,,9,75
,3.6,,,$6.99,,None,Cat Toys,,,,,Bergan,79191,,coastal_pet_products,,$8.99,None,,,,,Bergan Turbo Teaser Cat Toy,,,9,67
,3.7,,,$10.89,,Large,Cat Toys,,"17
________________________x_3.5
____________________________x_17.5inches",,,Booda,68600,,petmate,,$14.99,30,,,,,Booda Crazy Circle Cat Toy,,,9,78
,3.9,,,$3.00,,None,Cat Toys,,,,noisemaking,KONG,62893,,,,$9.59,11,,,,,KONG Snake Teaser Cat Toy,,,9,80
,4.2,1.54pounds,,$5.70,,None,Cat Toys,,"1.3
________________________x_3.9
____________________________x_6inches",,catnip,Fat Cat,83987,,petmate,,$7.95,12,,,,,"Fat Cat Classic Springy Worms Cat Toy, 2 count",,,9,83
,4.5,,,$6.11,,None,Cat Toys,,,,catnip,Fat Cat,54944,,petmate,,$8.02,None,,,,,Fat Cat Classic Crackler Cat Toy,,,10,83
,4.7,,,$11.39,,None,Cat Toys,,,,,Neko Flies,57667,,neko_chan,,$11.99,48,,,,,Neko Flies Kiticaterfly Butterfly Cat Toy,,,9,95
,4,,"adult,_all_stages",$4.86,,None,Cat Toys,,"1
________________________x_1
____________________________x_4.5inches",,noisemaking,Petlinks,102669,,,polyester,$5.29,None,,,,,Petlinks Tweet Thing Electronic Sound Feathered Cat Toy,,,9,67
,3.5,,,$4.21,,None,Cat Toys,,"6.75
________________________x_3.75
____________________________x_1.5inches",,catnip,KONG,91376,,,,$8.12,None,,,,,KONG Pajama Buddy Cat Toy,,all_breeds,9,75
,4.4,,,$3.10,,None,Cat Toys,,,,catnip,KONG,62856,,,,$6.06,None,,,,,KONG Refillable Frog Catnip Cat Toy,,,9,89
,4.1,,,$3.84,,None,Cat Toys,,,,,Petstages,64686,,,,$4.99,12,,,,,Petstages Tons of Tails Cat Toy,,,8,82
,3.6,,,$3.84,,None,Cat Toys,,,,"catnip,_noisemaking",Pet Zone,55724,,our_pet's,,$8.27,11,,,,,Play-N-Squeak Backyard Squeaking Fox Cat Toy,,,8,73
,5,,,$3.49,,None,Cat Toys,,"7.5
________________________x_5
____________________________x_1inches",,catnip,Petlinks,107630,,,,$4.60,None,,,,,Petlinks Mouse Full Refillable Catnip Cat Toy,,,8,100
,3.2,,,$2.99,,None,Cat Toys,,,,,JW Pet,53413,,petmate,,$7.91,12,,,,,JW Pet Cataction Football with Streamers Cat Toy,,,10,67
,3,,"adult,_all_stages",$16.98,,None,Cat Toys,,"14
________________________x_18inches",,catnip,SmartyKat,102802,,,,$27.99,None,,,,,SmartyKat Scratch Nip Sisal Scratching Mat with Feather Cat Toy,,,10,50
,4.2,1.6ounces,,$4.99,,None,Cat Toys,,"18
________________________x_3.8
____________________________x_0.8inches",,catnip,KONG,84491,,,,$7.99,None,,,,,"KONG Tropics Fish Teaser Cat Toy, Pink",,all_breeds,10,100
,3.2,,,$1.99,,None,Cat Toys,,"5
________________________x_3.5
____________________________x_1.25inches",,catnip,JW Pet,80954,,petmate,,$2.31,None,,,,,JW Pet Cataction Butterfly Cat Toy,,,10,75
,4.2,,,$2.29,,None,Cat Toys,,,,catnip,JW Pet,80952,,petmate,,$9.46,None,,,,,JW Pet Cataction Plush Racoon with Catnip Cat Toy,,,10,80
,3.8,,,$5.99,,None,Cat Toys,,,,catnip,Booda,70558,,petmate,,$7.99,14,,,,,Booda Big Batters Cat Toy,,,10,69
,3.5,,,$7.99,,None,Cat Toys,,,,,KONG,66576,,,,$13.51,None,,,,,KONG Active Maze Craze Cat Toy,,,10,60
,3.2,,,$2.99,,None,Cat Toys,,,,catnip,Petstages,64666,,,,$4.99,11,,,,,Petstages ORKAkat Catnip Infused Spool with String Cat Toy,,,10,55
,4,,,$3.99,,None,Cat Toys,,,,catnip,KONG,62879,,,,$5.99,None,,,,,KONG Refillable Feather Mouse Catnip Cat Toy,,,10,78
,2.7,,"adult,_all_stages",$6.89,,None,Cat Toys,,"7.5
________________________x_5
____________________________x_2inches",,,SmartyKat,102794,,,"polyester,_plastic",$12.99,None,,,,,SmartyKat Motion Madness Motorized Cat Toy,,,10,33
,4.7,,,$3.80,,None,Cat Toys,,"6.75
________________________x_4.25
____________________________x_1.75inches",,catnip,KONG,91364,,,,None,None,,,,,KONG Tropics Mouse and Ball Cat Toy,,all_breeds,10,100
,2.8,,,$4.49,,None,Cat Toys,,"6.75
________________________x_3.75
____________________________x_1.5inches",,,KONG,91317,,,,$7.99,None,,,,,KONG Buzzies Bird Cat Toy,,all_breeds,10,50
,3.6,,,$6.95,,None,Cat Toys,,,,catnip,West Paw Design,89068,,,,$7.99,None,,,,united_states,West Paw Design Crawly Critter Catnip Cat Toy,,,10,60
,3,,,$4.43,,None,Cat Toys,,,,catnip,KONG,81975,,,,$8.99,None,,,,,KONG Kickeroo Stix Cat Toy,,,10,33
,3.3,,,$8.49,,None,Cat Toys,,,,,Bergan,79183,,coastal_pet_products,,$10.99,None,,,,,Bergan Turbo Assorted Ball Cat Toy Pack,,,10,33
,2.9,,,$1.99,,None,Cat Toys,,,,,JW Pet,73727,,petmate,,$2.99,17,,,,,JW Pet Cataction Door Knob Teaser with Lattice Cuz Cat Toy,,,10,50
,4.3,,,$3.19,,None,Cat Toys,,,,catnip,Petstages,62032,,,,$4.79,12,,,,,"Petstages Catnip Felt Mini Mice Cat Toys, 2-pack",,all_breeds,10,90
,3.3,,,$3.66,,None,Cat Toys,,,,catnip,Booda,54948,,petmate,,$6.99,None,,,,,Booda Swat n Swing Cat Toy,,,10,56
,5,,,$3.99,,None,Cat Toys,,"6.75
________________________x_4.25
____________________________x_1.25inches",,,KONG,91362,,,,None,None,,,,,KONG Twisted Boa Puff Cat Toy,,all_breeds,10,100
,4.2,,,$3.97,,None,Cat Toys,,"1.5
________________________x_4.25
____________________________x_7inches",,noisemaking,Hartz,82856,,,,$10.70,None,,,,,Hartz Just for Cats Chirp 'N Chase Cat Toy,,,10,75
,4.2,,,$10.90,,Extra Wide,Cat Toys,,,,catnip,Four Paws,67210,,,,$15.99,None,,,,,Four Paws Catnip Scratching Post,,,10,80
,3.5,,,$3.69,,None,Cat Toys,,,,,Petstages,64707,,,,$5.99,11,,,,,Petstages Twinkle Ball Cat Toy,,,10,60
,4.5,,"adult,_all_stages",$9.54,,None,Cat Toys,,"18
________________________x_5
____________________________x_1.4inches",,catnip,Our Pet's,55680,,our_pet's,,$9.97,None,,,,,Our Pet's Straight and Narrow Cat Scratcher,,,11,80
,3.5,,,$19.30,,None,Cat Toys,,"9.8
________________________x_7
____________________________x_7inches",,,Petlinks,107623,,,,$23.99,None,,,,,Petlinks Pure Commotion Spinning Wand Cat Toy,,,10,50
