food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,litter_and_bedding_type,small_pet_type,brand,material,no_reviews,litter_box_type,old_cost,supplement_form,reptile_type,bowl_feature,bed_type,made_in,product_description,leash_and_collar_feature,bird_type,breed_size,page,percent_rec
,5,,"kitten,_puppy,_adult",$36.67,,None,Dog Beds & Mats,,"18
________________________x_18
____________________________x_8inches",,,K&H Pet Products,75045,,,,,None,,$45.39,,,,pillow,,"K&H Pet Products Round Comfy Sleeper Pet Bed, Tan/Brown, Small",,,,5,100
,4.3,,,$8.45,,X-Small,Dog Beds & Mats,,"18
________________________x_12inches",,,Precision Pet Products,74178,,,,fleece,15,,$8.83,,,,,,Precision Pet Products SnooZZy with Bumper Original Fleece Crate Mat,,,extra_small,5,80
,4.6,,"puppy,_adult",$49.99,,Large,Dog Beds & Mats,,"30
________________________x_48
____________________________x_8inches",,,K&H Pet Products,69712,,,,,11,,$74.86,,,,pillow,,"K&H Pet Products Travel & SUV Pet Bed, Tan,",,,,5,91
,4.5,,,$38.12,,Small,Dog Beds & Mats,,"12.5
________________________x_18.5inches",,,K&H Pet Products,69504,,,,,47,,$67.18,,,,,,K&H Pet Products Original Lectro-Kennel Heated Pad & Cover,,,,5,93
,3.9,,"kitten,_puppy,_adult",$26.89,,24-inch,Dog Beds & Mats,,"23.75
________________________x_17.5
____________________________x_3inches",,,MidWest,89387,,,,,None,,$28.62,,,,pillow,,"MidWest Paradise Teflon Fabric Protector Pet Bed, Pink Floral",,,,5,67
,5,,"kitten,_puppy,_adult",$23.19,,None,Dog Beds & Mats,,,,,K&H Pet Products,78565,,,,,None,,$45.11,,,,pillow,,K&H Pet Products Mod Half-Pod,,,,5,100
,4.6,,"puppy,_adult,_senior",$137.53,,None,Dog Beds & Mats,,"40
________________________x_50inches",,,K&H Pet Products,78515,,,,,17,,$179.99,,,,"orthopedic,_pillow",,"K&H Pet Products Feather-Top Ortho Pet Bed, Chocolate, Large",,,large,5,88
,3.5,,,$24.13,,Large,Dog Beds & Mats,,"32.1
________________________x_24.4inches",,,Precision Pet Products,74106,,,,,22,,$29.14,,,,,,"Precision Pet Products Outback Country Lodge Floor Pad, Navy",,,large,5,75
,4.2,,,$25.13,,Large,Dog Beds & Mats,,"35
________________________x_22
____________________________x_2inches",,,Armarkat,70143,,,,,27,,$30.09,,,,,,"Armarkat Pet Bed Mat Pillow, Sage Green",,,"medium,_large",5,92
,4.2,,"kitten,_puppy,_adult",$16.99,,None,Dog Beds & Mats,,"18
________________________x_14
____________________________x_5inches",,,Petmate,68558,,,,,None,,$29.99,,,,pillow,,Petmate Striped Chenille & Plush Antimicrobial Pillow with Microban Deluxe Pet Bed,,,,5,80
,4.3,,"kitten,_puppy,_adult",$31.22,,Small,Dog Beds & Mats,,"24
________________________x_24
____________________________x_12inches",,,K&H Pet Products,61447,,,,recycled_materials,35,,$49.61,,,,pillow,,"K&H Pet Products Cuddle Cube Pet Bed, Mocha",,,,5,88
,4.5,,"adult,_all_stages",$9.77,,None,Cat Vitamins & Supplements,,,,,NaturVet,60286,,,overby_farm,,24,,$16.99,powdered,,,,united_states,"NaturVet Aller 911 Skin & Coat Plus Allergy Aid Dog & Cat Powder Supplement, 9-oz bag",,,,5,100
,4.3,,,$8.19,,X-Small,Dog Beds & Mats,,"18
________________________x_12inches",,,Precision Pet Products,74149,,,,,26,,$16.99,,,,,,"Precision Pet Products SnooZZy Cozy Comforter Crate Mat, Chocolate",,,extra_small,6,88
,4.7,,"adult,_all_stages",$8.99,,None,Cat Vitamins & Supplements,,,,,Diggin' Your Dog,103473,,,,,None,,None,powdered,,,,united_states,"Diggin' Your Dog Firm Up! Pumpkin Plus Cranberry Super Dog & Cat Supplement, 4-oz bag",,,all_breeds,5,100
,4.6,,adult,$13.99,,None,Cat Vitamins & Supplements,,,,,The Missing Link,56215,,,,,44,,$19.99,powdered,,,,united_states,"The Missing Link Ultimate Feline Formula, 6-oz-pouch",,,,5,95
,4.4,,,$6.99,,None,Cat Vitamins & Supplements,,,,,TropiClean,55632,,,,,26,,$7.99,,,,,united_states,"TropiClean Fresh Breath Mint Foam, 4.5-oz bottle",,,,5,88
,5,,"adult,_all_stages",$13.95,,8-oz bottle,Cat Vitamins & Supplements,,,,,Finest for Pets,109194,,,,,None,,None,liquid,,,,united_states,Finest for Pets Omegease Omega-Rich Fish Oil Dog & Cat Supplement,,,,5,100
,4.5,,"adult,_all_stages",$8.99,,None,Cat Vitamins & Supplements,,,,,NaturVet,63821,,,overby_farm,,28,,$10.99,tablet/capsule,,,,united_states,NaturVet Brewer's Yeast Formula Dog & Cat Tablets,,,,5,93
,5,6.0pounds,"kitten,_puppy,_adult",$131.10,,Medium,Dog Beds & Mats,,"31
________________________x_25inches",,,P.L.A.Y. Pet Lifestyle and You,88403,,,,,None,,None,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Urban Plush Lounge Bed, Lime",,,,6,100
,4.6,,"puppy,_adult",$24.32,,None,Dog Beds & Mats,,"22
________________________x_18
____________________________x_7inches",,,Dogzilla,92101,,,,,None,,$34.99,,,,pillow,,Dogzilla Rectangular Lounger Pet Bed,,,,6,100
,4.2,,"kitten,_puppy,_adult",$22.29,,22-inch,Dog Beds & Mats,,"22
________________________x_13.5
____________________________x_3inches",,,MidWest,89401,,,,,None,,$25.99,,,,pillow,,"MidWest Paradise Teflon Fabric Protector Pet Bed, Orange Floral",,,,6,100
,4.4,,"kitten,_puppy,_adult",$22.29,,22-inch,Dog Beds & Mats,,"22
________________________x_13.5
____________________________x_3inches",,,MidWest,89393,,,,,None,,$24.74,,,,pillow,,"MidWest Paradise Teflon Fabric Protector Pet Bed, Green Floral",,,,6,100
,3.2,0.96ounces,,$30.69,,Medium,Dog Beds & Mats,,"34
________________________x_27
____________________________x_1.25inches",,,Petmate,83974,,,,,11,,$64.76,,,,,,"Petmate Pad for Dogs, Tan Indigo",,,,6,64
,4,2.0pounds,"kitten,_puppy,_adult",$11.82,,Small,Dog Beds & Mats,,"24
________________________x_18
____________________________x_2inches",,,Carlson Pet Products,82455,,,,fleece,None,,$14.99,,,,pillow,,Carlson Pet Products Fleece Dog & Cat Bed,,,,6,80
,4.5,,"puppy,_adult",$80.10,,Small,Dog Beds & Mats,,,,,West Paw Design,82048,,,,recycled_materials,None,,$89.00,,,,pillow,united_states,"West Paw Design Bumper Bed, Coffee",,,,6,100
,4,,"puppy,_adult",$88.99,,Small,Dog Beds & Mats,,,,,West Paw Design,82036,,,,recycled_materials,None,,None,,,,pillow,united_states,"West Paw Design Bumper Bed, Cobalt",,,,6,100
,4.9,,"puppy,_adult",$80.10,,Small,Dog Beds & Mats,,,,,West Paw Design,82042,,,,recycled_materials,None,,$89.00,,,,pillow,united_states,"West Paw Design Bumper Bed, Cobalt Groove",,,,6,100
,5,,"puppy,_adult",$57.84,,Small,Dog Beds & Mats,,,,,West Paw Design,82024,,,,recycled_materials,None,,$89.00,,,,pillow,united_states,"West Paw Design Bumper Bed, Walnut/Sunset Ika",,,,6,100
,3.7,,"puppy,_adult",$89.00,,Small,Dog Beds & Mats,,,,,West Paw Design,82030,,,,recycled_materials,None,,None,,,,pillow,united_states,"West Paw Design Bumper Bed, Linen",,,,6,67
,2.9,,"puppy,_adult",$20.10,,None,Dog Beds & Mats,,"36
________________________x_27
____________________________x_6inches",,,Dogzilla,92104,,,,,11,,$32.99,,,,pillow,,Dogzilla Pillow Pet Bed,,,,7,40
,4.7,,"adult,_all_stages",$19.39,,None,Cat Vitamins & Supplements,,,,,VetriScience,69917,,,,,14,,$20.70,liquid,,,,united_states,"VetriScience Fast Balance G.I. Paste Dog & Cat Calibrated Tube, 35-cc",,,,6,93
,5,,"puppy,_adult",$60.08,,Small,Dog Beds & Mats,,,,,West Paw Design,82018,,,,recycled_materials,None,,$89.00,,,,pillow,united_states,"West Paw Design Bumper Bed, Walnut",,,,6,100
,4.2,,"kitten,_puppy,_adult",$23.39,,Small,Dog Beds & Mats,,,,,West Paw Design,82003,,,,recycled_materials,None,,$39.00,,,,pillow,united_states,"West Paw Design Pillow Pet Bed, Walnut Grove",,,,6,75
,4.6,,"kitten,_puppy,_adult",$89.99,,Small,Dog Beds & Mats,,,,,P.L.A.Y. Pet Lifestyle and You,56939,,,,recycled_materials,None,,$102.60,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Bamboo Lounge Bed, Mustard",,,"extra_small,_small",7,100
,5,,"puppy,_adult",$141.55,,None,Dog Beds & Mats,,,,,P.L.A.Y. Pet Lifestyle and You,56938,,,,recycled_materials,None,,$149.00,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Heels & Boots Dog Bed, Grey, Medium",,,medium,7,100
,2.8,1.0pounds,"all_stages,_puppy,_adult,_senior",$48.79,,X-Small,Dog Beds & Mats,,"20
________________________x_15
____________________________x_3inches",,,Dog Gone Smart,105399,,,,nylon,None,,$64.00,,,,"orthopedic,_pillow",,"Dog Gone Smart Chew Resistant Ninja Bed, Black",,,extra_small,7,50
,5,1.0pounds,"puppy,_adult",$25.00,,Small,Dog Beds & Mats,,"27
________________________x_22
____________________________x_5inches",,,Molly Mutt,105232,,,,cotton,None,,None,,,,"replacement_/_cover,_pillow",,Molly Mutt Papillon Square Dog Duvet Cover,,,"extra_small,_small",7,100
,5,,"kitten,_puppy,_adult",$81.99,,Small,Dog Beds & Mats,,,,,P.L.A.Y. Pet Lifestyle and You,56943,,,,recycled_materials,None,,$102.60,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Bamboo Lounge Bed, Blue",,,small,8,100
,4.2,,,$38.99,,X-Small,Dog Beds & Mats,,"20
________________________x_15
____________________________x_2inches",,,West Paw Design,107292,,,,recycled_materials,None,,None,,,,,united_states,West Paw Design Montana Nap Dog Mat,,,extra_small,7,80
,4.4,,"kitten,_puppy,_adult",$138.00,,Medium,Dog Beds & Mats,,"31
________________________x_25
____________________________x_8inches",,,P.L.A.Y. Pet Lifestyle and You,104963,,,,recycled_materials,None,,None,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Houndstooth Lounge Bed, Black/Grey",,,medium,7,100
,4.7,,"kitten,_puppy,_adult",$138.00,,Medium,Dog Beds & Mats,,"31
________________________x_25
____________________________x_8inches",,,P.L.A.Y. Pet Lifestyle and You,104960,,,,recycled_materials,None,,None,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Houndstooth Lounge Bed, Red/Black",,,medium,7,100
,3.7,,"kitten,_puppy,_adult",$138.00,,Medium,Dog Beds & Mats,,"31
________________________x_25
____________________________x_8inches",,,P.L.A.Y. Pet Lifestyle and You,104956,,,,recycled_materials,None,,None,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Houndstooth Lounge Bed, Blue/White",,,medium,7,100
,4.9,,,$23.72,,None,Dog Beds & Mats,,"14
________________________x_28
____________________________x_0.5inches",,,K&H Pet Products,72254,,,,,None,,$41.29,,,,,,"K&H Pet Products Thermo-Pet Mat, Mocha",,,,8,100
,4.2,,,$39.99,,Small,Dog Beds & Mats,,"11.5
________________________x_18inches",,,K&H Pet Products,72226,,,,,19,,$49.84,,,,,,K&H Pet Products Lectro-Soft Igloo-Style Heated Pad & Cover,,,,8,82
,4.7,,"kitten,_puppy,_adult",$42.72,,None,Dog Beds & Mats,,"20
________________________x_18
____________________________x_7inches",,,West Paw Design,71976,,,,,None,,$89.00,,,,pillow,united_states,"West Paw Design Tuckered Out Pet Bed with Hemp, Coal, Small",,,,8,83
,4.4,,,$19.22,,Small,Dog Beds & Mats,,"24
________________________x_18
____________________________x_2inches",,,West Paw Design,70683,,,,recycled_materials,None,,$50.99,,,,,united_states,"West Paw Design Nature Nap Dog Mat, Rust Chevron",,,,8,80
,4.3,,,$19.22,,Small,Dog Beds & Mats,,"24
________________________x_18
____________________________x_2inches",,,West Paw Design,70677,,,,recycled_materials,None,,$50.99,,,,,united_states,"West Paw Design Nature Nap Dog Mat, Moss Chevron",,,,8,100
,4.2,,,$26.17,,Medium,Dog Beds & Mats,,"29
________________________x_20
____________________________x_3inches",,,West Paw Design,70657,,,,recycled_materials,None,,$69.99,,,,,united_states,"West Paw Design Nature Nap Dog Mat, Gravel",,,,8,83
,2.8,,"kitten,_puppy,_adult,_senior",$34.62,,Small,Dog Beds & Mats,,"23
________________________x_18
____________________________x_2inches",,,Armarkat,70157,,,,,None,,$39.99,,,,"orthopedic,_pillow",,"Armarkat Memory Foam Orthopedic Pet Bed, Sage Green/Grey",,,"extra_small,_small",8,50
,4,,"kitten,_puppy,_adult",$27.66,,None,Dog Beds & Mats,,"25
________________________x_25
____________________________x_3.5inches",,,Armarkat,70149,,,,,None,,$31.07,,,,pillow,,Armarkat Pet Bed Pad,,,"small,_medium",8,80
,4.6,,"kitten,_puppy,_adult",$33.64,,Small,Dog Beds & Mats,,"23
________________________x_20
____________________________x_8inches",,,Armarkat,70126,,,,,22,,$36.28,,,,pillow,,"Armarkat Pet Bed Rectangle, Rose/Sandy Brown",,,small,8,90
,3.9,,"kitten,_puppy,_adult",$26.75,,None,Dog Beds & Mats,,"20
________________________x_20
____________________________x_11inches",,,Armarkat,70106,,,,,None,,None,,,,"covered,_pillow",,"Armarkat Burrow Pet Bed, Sage Green/Pawprint",,,extra_small,8,78
,5,,"kitten,_puppy,_adult",$29.57,,None,Dog Beds & Mats,,"18
________________________x_14
____________________________x_8inches",,,Armarkat,70087,,,,,None,,$38.99,,,,pillow,,"Armarkat Pet Bed, Navy Blue/Sky Blue",,,extra_small,8,100
,5,,"kitten,_puppy,_adult",$29.63,,None,Dog Beds & Mats,,"16
________________________x_16
____________________________x_6inches",,,Armarkat,70080,,,,,None,,$29.99,,,,pillow,,"Armarkat Pet Bed & Mat, Burgundy/Ivory",,,extra_small,8,100
,3,,"kitten,_puppy,_adult",$26.33,,None,Dog Beds & Mats,,"22
________________________x_19
____________________________x_8inches",,,Armarkat,70076,,,,,None,,$31.99,,,,pillow,,"Armarkat Pet Bed Oval, Laurel Green/Ivory",,,extra_small,8,33
,5,,"kitten,_puppy,_adult",$27.98,,None,Dog Beds & Mats,,"20
________________________x_20
____________________________x_8inches",,,Armarkat,70072,,,,,None,,$31.05,,,,pillow,,"Armarkat Pet Bed, Brown/Ivory",,,extra_small,8,100
,4.7,,"kitten,_puppy,_adult",$41.94,,Small,Dog Beds & Mats,,"24
________________________x_24
____________________________x_12inches",,,K&H Pet Products,69703,,,,recycled_materials,17,,$49.11,,,,pillow,,"K&H Pet Products Cuddle Cube Pet Bed, Green",,,,8,94
,4.6,,,$40.03,,Medium,Dog Beds & Mats,,"14.5
________________________x_24inches",,,K&H Pet Products,69509,,,,,17,,$89.99,,,,,,K&H Pet Products Igloo-Style Heated Pad & Cover,,,,8,94
,4,,"puppy,_adult",$29.93,,None,Dog Beds & Mats,,"26
________________________x_26inches",,,Carlson Pet Products,69463,,,,,None,,$40.35,,,,elevated,,"Carlson Pet Products Portable Pup Travel Pet Bed, Pink, Small",,,small,8,80
,4.4,,"puppy,_adult",$44.33,,None,Dog Beds & Mats,,"18.5
________________________x_14
____________________________x_7.5inches",,,Pet Gear,68622,,,,,None,,$79.99,,,,pillow,,"Pet Gear Booster Seat/Bed, Slate, Medium",,,small,8,100
,4.3,,,$11.82,,Toy,Dog Beds & Mats,,"18.5
________________________x_12.5inches",,,Four Paws,67624,,,,,19,,$19.99,,,,,,"Four Paws Kozy K-9 Keeper Sleeper Crate Pad, Natural",,,,8,84
,2.7,,"puppy,_adult",$35.01,,Small,Dog Beds & Mats,,"30
________________________x_20
____________________________x_6.5inches",,,Pet Gear,64497,,,,,None,,$59.99,,,,elevated,,Pet Gear Designer Cot,,,,8,33
,3.8,,,$15.82,,X-Small,Dog Beds & Mats,,"19
________________________x_14inches",,,West Paw Design,57784,,,,recycled_materials,None,,$40.99,,,,,united_states,"West Paw Design Eco Nap Dog Mat, Emberglow",,,,8,75
,4.7,,,$35.70,,Small,Dog Beds & Mats,,"24
________________________x_18inches",,,P.L.A.Y. Pet Lifestyle and You,57006,,,,recycled_materials,None,,$39.00,,,,,,"P.L.A.Y. Pet Lifestyle and You Chill Pad Mat, Sea Foam",,,small,8,100
,5,,,$37.05,,Small,Dog Beds & Mats,,"24
________________________x_18inches",,,P.L.A.Y. Pet Lifestyle and You,57002,,,,recycled_materials,None,,None,,,,,,"P.L.A.Y. Pet Lifestyle and You Chill Pad Mat, Pistachio",,,small,8,100
,3.7,,,$37.05,,Small,Dog Beds & Mats,,"24
________________________x_18inches",,,P.L.A.Y. Pet Lifestyle and You,56998,,,,recycled_materials,None,,$39.00,,,,,,"P.L.A.Y. Pet Lifestyle and You Chill Pad Mat, Vermillion",,,small,8,67
,5,,,$37.05,,Small,Dog Beds & Mats,,"24
________________________x_18inches",,,P.L.A.Y. Pet Lifestyle and You,56994,,,,recycled_materials,None,,None,,,,,,"P.L.A.Y. Pet Lifestyle and You Chill Pad Mat, Pumpkin",,,small,8,100
,4,,,$32.99,,Small,Dog Beds & Mats,,"24
________________________x_18inches",,,P.L.A.Y. Pet Lifestyle and You,56990,,,,recycled_materials,None,,$39.00,,,,,,"P.L.A.Y. Pet Lifestyle and You Chill Pad Mat, Cream",,,"extra_small,_small",8,100
,4.8,,"kitten,_puppy,_adult",$93.10,,Small,Dog Beds & Mats,,"24
________________________x_19
____________________________x_7inches",,,P.L.A.Y. Pet Lifestyle and You,56982,,,,recycled_materials,22,,$98.00,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Urban Denim Lounge Bed, Orange",,,"extra_small,_small",8,91
,4.7,,"puppy,_adult",$71.99,,Small,Dog Beds & Mats,,"28
________________________x_20inches",,,P.L.A.Y. Pet Lifestyle and You,56956,,,,recycled_materials,None,,$80.75,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Serengeti Dog Bed, Copper",,,"extra_small,_small",8,100
,5,,"kitten,_puppy,_adult",$52.93,,Small,Dog Beds & Mats,,"27.5
________________________x_4.5
____________________________x_2inches",,,P.L.A.Y. Pet Lifestyle and You,56950,,,,recycled_materials,None,,$90.25,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Urban Denim Round Bed, Brown",,,"extra_small,_small",8,100
,5,,"kitten,_puppy,_adult",$148.00,,Medium,Dog Beds & Mats,,"31
________________________x_25
____________________________x_8inches",,,P.L.A.Y. Pet Lifestyle and You,104953,,,,recycled_materials,None,,None,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Moroccan Lounge Bed, Navy",,,medium,7,100
,5,,"kitten,_puppy,_adult",$148.00,,Medium,Dog Beds & Mats,,"31
________________________x_25
____________________________x_8inches",,,P.L.A.Y. Pet Lifestyle and You,104950,,,,recycled_materials,None,,None,,,,pillow,,"P.L.A.Y. Pet Lifestyle and You Moroccan Lounge Bed, Teal",,,medium,7,100
,3.7,,"kitten,_puppy,_adult",$57.40,,Small,Dog Beds & Mats,,"23
________________________x_19.5inches",,,K&H Pet Products,100518,,,,,None,,$66.58,,,,"heated,_outdoor",,K&H Pet Products Deluxe Lectro-Soft Outdoor Heated Pet Bed,,,,7,100
,3.3,,"puppy,_adult",$25.88,,Small,Dog Beds & Mats,,"23.75
________________________x_16.75inches",,,Insect Shield,98836,,,,polyester,None,,$29.99,,,,pillow,,"Insect Shield Bug Repellent Reversible Dog Bed, Orange/Slate",,,small,7,67
,3.5,,,$25.91,,None,Dog Beds & Mats,,"30
________________________x_13
____________________________x_3inches",,,Pet Gear,97968,,,,,None,,$39.99,,,,,,"Pet Gear Stroller Bolster Pad, Black, Medium",,,,7,50
,3.3,,"puppy,_adult",$35.33,,None,Dog Beds & Mats,,,,,Dogzilla,92110,,,,,None,,$49.99,,,,pillow,,Dogzilla Gusseted Pillow Pet Bed,,,,7,67
,4.2,,all_stages,$10.64,,None,Cat Vitamins & Supplements,,,,,VetriScience,90408,,,,,16,,$11.99,chews,,,,united_states,"VetriScience GlycoFlex Plus Joint Support Bite-Sized Cat Chews, 30 chews",,,,6,75
,3.8,,adult,$3.62,,None,Cat Vitamins & Supplements,,,,,Richard's Organics,89442,,,synergylabs,,16,,$12.99,gel/lotion,,,,united_states,"Richard's Organics Nutrient Paste Cat Supplement, 4.25-oz tube",,,,6,73
,4.3,4.8ounces,"adult,_all_stages",$9.99,,None,Cat Vitamins & Supplements,,"3.333
________________________x_2.75
____________________________x_3.333inches",,,Felisyl,84797,,,pet_health_solutions,,12,,$15.94,powdered,,,,united_states,"Felisyl Immune System Support for Cats, 3.5-oz jar",,,,6,82
,4.1,,adult,$10.49,,None,Cat Vitamins & Supplements,,,"grain-free,_gluten_free",,Nupro,60712,,,,,19,,$12.99,powdered,,,,united_states,"Nupro Health Nuggets for Cats, 1-lb cannister",,,,6,89
,4.8,,"adult,_all_stages",$9.99,,1-lb,Cat Vitamins & Supplements,,,,,NaturVet,60358,,,overby_farm,,16,,$12.29,powdered,,,,united_states,NaturVet Kelp Help Mineral & Vitamin Dog & Cat Powder Supplement,,,,6,94
,3.6,,senior,$5.39,,None,Cat Vitamins & Supplements,,,,,VetriScience,98149,,,,,None,,None,tablet/capsule,,,,united_states,"VetriScience NuCat Senior Multivitamin Everyday Health Bite-Sized Cat Tablets, 60 count",,,,6,60
treats,4.1,,"adult,_all_stages",$3.19,,None,Cat Vitamins & Supplements,,,,,Nutri-Vet,61055,,,,,27,,$5.25,chews,,,,united_states,"Nutri-Vet Hairball Formula Chicken & Tuna Flavor Cat Soft Chews, 3-oz bag",,,,6,81
,3.1,,,$4.99,,None,Cat Vitamins & Supplements,,,,,PetzLife,73574,,,,,None,,$5.99,,,,,,PetzLife Complete 3-in-1 Toothbrush,,,,6,62
,4.1,,"adult,_all_stages",$10.46,,None,Cat Vitamins & Supplements,,,,,Virbac,57638,,,,,None,,$13.95,gel/lotion,,,,,Virbac C.E.T. Oral Hygiene Cat Kit,,,,6,100
,4.8,2.56ounces,"adult,_all_stages",$2.99,,None,Cat Vitamins & Supplements,,,,,8in1,83825,,,,,12,,$4.99,gel/lotion,,,,united_states,"8in1 Excel Long-Hair Kittymalt Hairball Remedy Paste for Cats, 2.5-oz tube",,,,6,100
,4.6,,"adult,_all_stages",$6.99,,None,Cat Vitamins & Supplements,,,,,Virbac,56707,,,,,20,,$9.99,gel/lotion,,,,,"Virbac C.E.T. Enzymatic Dog & Cat Malt Flavor Toothpaste, 70 gram",,,,6,95
,4.6,1.0pounds,all_stages,$38.21,,Large to X-Large Breeds,Cat Vitamins & Supplements,,,,,Nordic Naturals,50587,,,,,None,,$44.95,liquid,,,,united_states,Nordic Naturals Pet Cod Liver Oil Dog Supplement,,,,6,90
,4.7,,"all_stages,_adult",$17.52,,None,Cat Vitamins & Supplements,,,grain-free,,Tomlyn,90590,,,,,None,,$29.00,powdered,,,,united_states,"Tomlyn Pre & Probiotic Water Soluble Powder Cat Supplement, 30 count",,,all_breeds,6,100
,5,,"adult,_all_stages",$9.99,,None,Cat Vitamins & Supplements,,"4.5
________________________x_3.3
____________________________x_1.5inches",,,HomeoPet,110740,,,,,None,,$10.49,liquid,,,,,"HomeoPet Feline UTI+ Cat Supplement, 450 drops",,,,6,100
,4.2,,,$5.42,,None,Cat Vitamins & Supplements,,,,,Nylabone,74771,,,advanced_oral_care,,13,,$9.49,,,,,united_states,"Nylabone Advanced Oral Care Liquid Breath Freshener for Dogs & Cats, 16-oz bottle",,,"extra_small,_small,_medium,_large,_giant",6,85
,4.2,,,$13.99,,None,Cat Vitamins & Supplements,,,,,Tomlyn,74985,,,,,None,,$23.96,liquid,,,,united_states,"Tomlyn Natural Pet Pharmaceuticals Oral Health Homeopathic Water Additive for Cats, 4-oz bottle",,,,6,89
